,STATENAM,YEAR,CROP,PROD
1599,MADHYA_PRADESH,1983,QJOWAR,1959.3
1600,UTTAR_PRADESH,1983,QJOWAR,538.4
1601,WEST_BENGAL,1983,QJOWAR,0.0
1602,HARYANA,1983,QJOWAR,24.3
1603,KARNATAKA,1983,QJOWAR,1899.4
1604,ORISSA,1983,QJOWAR,37.376
1605,RAJASTHAN,1983,QJOWAR,591.1
1606,TAMIL_NADU,1983,QJOWAR,540.2
1607,MAHARASHTRA,1983,QJOWAR,4678.0
1608,GUJARAT,1983,QJOWAR,582.0
1609,BIHAR,1983,QJOWAR,0.0
1610,ANDHRA_PRADESH,1983,QJOWAR,1080.2
1611,PUNJAB,1983,QJOWAR,1.87
1612,MADHYA_PRADESH,1984,QJOWAR,1625.0
1613,MAHARASHTRA,1984,QJOWAR,4802.4
1614,UTTAR_PRADESH,1984,QJOWAR,573.169
1615,ANDHRA_PRADESH,1984,QJOWAR,1050.9
1616,TAMIL_NADU,1984,QJOWAR,460.42
1617,KARNATAKA,1984,QJOWAR,1632.806
1618,HARYANA,1984,QJOWAR,39.1
1619,WEST_BENGAL,1984,QJOWAR,0.0
1620,PUNJAB,1984,QJOWAR,0.5
1621,GUJARAT,1984,QJOWAR,499.7
1622,RAJASTHAN,1984,QJOWAR,413.16
1623,BIHAR,1984,QJOWAR,0.0
1624,ORISSA,1984,QJOWAR,28.331
1625,HARYANA,1985,QJOWAR,20.0
1626,TAMIL_NADU,1985,QJOWAR,623.558
1627,MADHYA_PRADESH,1985,QJOWAR,1814.4
1628,KARNATAKA,1985,QJOWAR,1332.274
1629,UTTAR_PRADESH,1985,QJOWAR,433.861
1630,ORISSA,1985,QJOWAR,35.059
1631,WEST_BENGAL,1985,QJOWAR,0.0
1632,BIHAR,1985,QJOWAR,0.0
1633,ANDHRA_PRADESH,1985,QJOWAR,1060.6
1634,MAHARASHTRA,1985,QJOWAR,3922.7
1635,GUJARAT,1985,QJOWAR,354.9
1636,PUNJAB,1985,QJOWAR,0.0
1637,RAJASTHAN,1985,QJOWAR,374.55400000000003
1638,PUNJAB,1986,QJOWAR,0.2
1639,RAJASTHAN,1986,QJOWAR,238.666
1640,HARYANA,1986,QJOWAR,36.0
1641,MADHYA_PRADESH,1986,QJOWAR,1326.2
1642,MAHARASHTRA,1986,QJOWAR,3092.4
1643,TAMIL_NADU,1986,QJOWAR,604.303
1644,ANDHRA_PRADESH,1986,QJOWAR,827.778
1645,GUJARAT,1986,QJOWAR,245.1
1646,WEST_BENGAL,1986,QJOWAR,0.0
1647,ORISSA,1986,QJOWAR,32.717
1648,UTTAR_PRADESH,1986,QJOWAR,444.82
1649,KARNATAKA,1986,QJOWAR,1844.828
1650,BIHAR,1986,QJOWAR,0.0
1651,UTTAR_PRADESH,1987,QJOWAR,439.668
1652,PUNJAB,1987,QJOWAR,0.2
1653,BIHAR,1987,QJOWAR,0.0
1654,MAHARASHTRA,1987,QJOWAR,5951.9
1655,ANDHRA_PRADESH,1987,QJOWAR,996.5
1656,KARNATAKA,1987,QJOWAR,1477.004
1657,TAMIL_NADU,1987,QJOWAR,710.046
1658,HARYANA,1987,QJOWAR,5.0
1659,GUJARAT,1987,QJOWAR,125.2
1660,RAJASTHAN,1987,QJOWAR,242.6
1661,ORISSA,1987,QJOWAR,25.717
1662,MADHYA_PRADESH,1987,QJOWAR,1929.6
1663,WEST_BENGAL,1987,QJOWAR,0.0
1664,BIHAR,1956,QBAJRA,0.0
1665,HARYANA,1956,QBAJRA,179.028
1666,WEST_BENGAL,1956,QBAJRA,0.0
1667,MADHYA_PRADESH,1956,QBAJRA,91.1
1668,KARNATAKA,1956,QBAJRA,112.6
1669,UTTAR_PRADESH,1956,QBAJRA,481.175
1670,GUJARAT,1956,QBAJRA,431.4
1671,RAJASTHAN,1956,QBAJRA,545.8
1672,ORISSA,1956,QBAJRA,1.111
1673,ANDHRA_PRADESH,1956,QBAJRA,296.6
1674,PUNJAB,1956,QBAJRA,64.498
1675,MAHARASHTRA,1956,QBAJRA,439.5
1676,TAMIL_NADU,1956,QBAJRA,243.5
1677,MADHYA_PRADESH,1957,QBAJRA,111.1
1678,MAHARASHTRA,1957,QBAJRA,507.7
1679,WEST_BENGAL,1957,QBAJRA,0.0
1680,UTTAR_PRADESH,1957,QBAJRA,619.462
1681,HARYANA,1957,QBAJRA,213.37099999999998
1682,ORISSA,1957,QBAJRA,1.839
1683,TAMIL_NADU,1957,QBAJRA,277.3
1684,ANDHRA_PRADESH,1957,QBAJRA,324.6
1685,GUJARAT,1957,QBAJRA,586.2
1686,KARNATAKA,1957,QBAJRA,80.3
1687,RAJASTHAN,1957,QBAJRA,824.4
1688,BIHAR,1957,QBAJRA,0.0
1689,PUNJAB,1957,QBAJRA,70.328
1690,BIHAR,1958,QBAJRA,0.0
1691,HARYANA,1958,QBAJRA,213.372
1692,ANDHRA_PRADESH,1958,QBAJRA,345.4
1693,WEST_BENGAL,1958,QBAJRA,0.0
1694,GUJARAT,1958,QBAJRA,705.6
1695,TAMIL_NADU,1958,QBAJRA,288.3
1696,UTTAR_PRADESH,1958,QBAJRA,563.447
1697,KARNATAKA,1958,QBAJRA,124.7
1698,MADHYA_PRADESH,1958,QBAJRA,85.1
1699,RAJASTHAN,1958,QBAJRA,991.0
1700,PUNJAB,1958,QBAJRA,59.336000000000006
1701,ORISSA,1958,QBAJRA,0.8059999999999999
1702,MAHARASHTRA,1958,QBAJRA,461.5
1703,RAJASTHAN,1959,QBAJRA,967.3
1704,HARYANA,1959,QBAJRA,233.488
1705,MADHYA_PRADESH,1959,QBAJRA,91.5
1706,BIHAR,1959,QBAJRA,0.0
1707,UTTAR_PRADESH,1959,QBAJRA,619.161
1708,WEST_BENGAL,1959,QBAJRA,0.0
1709,ANDHRA_PRADESH,1959,QBAJRA,315.1
1710,GUJARAT,1959,QBAJRA,262.6
1711,ORISSA,1959,QBAJRA,1.499
1712,TAMIL_NADU,1959,QBAJRA,312.0
1713,MAHARASHTRA,1959,QBAJRA,489.3
1714,PUNJAB,1959,QBAJRA,66.348
1715,KARNATAKA,1959,QBAJRA,107.2
1716,PUNJAB,1960,QBAJRA,72.953
1717,ORISSA,1960,QBAJRA,1.7369999999999999
1718,UTTAR_PRADESH,1960,QBAJRA,429.04900000000004
1719,HARYANA,1960,QBAJRA,211.84599999999998
1720,RAJASTHAN,1960,QBAJRA,743.8
1721,ANDHRA_PRADESH,1960,QBAJRA,296.3
1722,WEST_BENGAL,1960,QBAJRA,0.0
1723,MADHYA_PRADESH,1960,QBAJRA,114.5
1724,GUJARAT,1960,QBAJRA,472.9
1725,TAMIL_NADU,1960,QBAJRA,301.5
1726,MAHARASHTRA,1960,QBAJRA,480.9
1727,KARNATAKA,1960,QBAJRA,128.7
1728,BIHAR,1960,QBAJRA,0.0
1729,HARYANA,1961,QBAJRA,242.226
1730,PUNJAB,1961,QBAJRA,99.167
1731,ANDHRA_PRADESH,1961,QBAJRA,370.0
1732,MADHYA_PRADESH,1961,QBAJRA,66.1
1733,RAJASTHAN,1961,QBAJRA,1072.1
1734,WEST_BENGAL,1961,QBAJRA,0.0
1735,TAMIL_NADU,1961,QBAJRA,305.9
1736,GUJARAT,1961,QBAJRA,541.5
1737,UTTAR_PRADESH,1961,QBAJRA,384.965
1738,ORISSA,1961,QBAJRA,1.7409999999999999
1739,BIHAR,1961,QBAJRA,0.0
1740,MAHARASHTRA,1961,QBAJRA,425.2
1741,KARNATAKA,1961,QBAJRA,99.6
1742,BIHAR,1962,QBAJRA,0.0
1743,TAMIL_NADU,1962,QBAJRA,318.6
1744,MADHYA_PRADESH,1962,QBAJRA,134.9
1745,ORISSA,1962,QBAJRA,2.6180000000000003
1746,WEST_BENGAL,1962,QBAJRA,0.0
1747,UTTAR_PRADESH,1962,QBAJRA,613.883
1748,ANDHRA_PRADESH,1962,QBAJRA,349.9
1749,KARNATAKA,1962,QBAJRA,130.6
1750,HARYANA,1962,QBAJRA,248.933
1751,MAHARASHTRA,1962,QBAJRA,541.6
1752,GUJARAT,1962,QBAJRA,538.0
1753,PUNJAB,1962,QBAJRA,81.443
1754,RAJASTHAN,1962,QBAJRA,956.5
1755,MADHYA_PRADESH,1963,QBAJRA,141.2
1756,WEST_BENGAL,1963,QBAJRA,0.0
1757,PUNJAB,1963,QBAJRA,68.075
1758,RAJASTHAN,1963,QBAJRA,820.8
1759,ANDHRA_PRADESH,1963,QBAJRA,332.1
1760,UTTAR_PRADESH,1963,QBAJRA,535.254
1761,KARNATAKA,1963,QBAJRA,173.9
1762,ORISSA,1963,QBAJRA,2.153
1763,TAMIL_NADU,1963,QBAJRA,293.0
1764,HARYANA,1963,QBAJRA,232.675
1765,MAHARASHTRA,1963,QBAJRA,471.3
1766,GUJARAT,1963,QBAJRA,774.3
1767,BIHAR,1963,QBAJRA,0.0
1768,ANDHRA_PRADESH,1964,QBAJRA,285.7
1769,MAHARASHTRA,1964,QBAJRA,478.2
1770,ORISSA,1964,QBAJRA,1.6130000000000002
1771,GUJARAT,1964,QBAJRA,888.3
1772,PUNJAB,1964,QBAJRA,62.604
1773,HARYANA,1964,QBAJRA,269.9
1774,WEST_BENGAL,1964,QBAJRA,0.0
1775,BIHAR,1964,QBAJRA,0.0
1776,UTTAR_PRADESH,1964,QBAJRA,694.262
1777,KARNATAKA,1964,QBAJRA,115.5
1778,TAMIL_NADU,1964,QBAJRA,278.5
1779,RAJASTHAN,1964,QBAJRA,1271.8
1780,MADHYA_PRADESH,1964,QBAJRA,141.7
1781,KARNATAKA,1965,QBAJRA,121.6
1782,MAHARASHTRA,1965,QBAJRA,330.3
1783,UTTAR_PRADESH,1965,QBAJRA,577.1030000000001
1784,HARYANA,1965,QBAJRA,190.042
1785,ORISSA,1965,QBAJRA,1.74
1786,MADHYA_PRADESH,1965,QBAJRA,166.3
1787,RAJASTHAN,1965,QBAJRA,940.0
1788,ANDHRA_PRADESH,1965,QBAJRA,240.3
1789,WEST_BENGAL,1965,QBAJRA,0.0
1790,BIHAR,1965,QBAJRA,0.0
1791,PUNJAB,1965,QBAJRA,81.145
1792,TAMIL_NADU,1965,QBAJRA,232.2
1793,GUJARAT,1965,QBAJRA,780.3
1794,BIHAR,1966,QBAJRA,0.0
1795,ANDHRA_PRADESH,1966,QBAJRA,362.8
1796,KARNATAKA,1966,QBAJRA,145.8
1797,UTTAR_PRADESH,1966,QBAJRA,574.236
1798,HARYANA,1966,QBAJRA,343.079
1799,ORISSA,1966,QBAJRA,2.4219999999999997
1800,MADHYA_PRADESH,1966,QBAJRA,191.7
1801,MAHARASHTRA,1966,QBAJRA,404.2
1802,GUJARAT,1966,QBAJRA,753.9
1803,TAMIL_NADU,1966,QBAJRA,303.8
1804,PUNJAB,1966,QBAJRA,150.333
1805,RAJASTHAN,1966,QBAJRA,1229.0
1806,WEST_BENGAL,1966,QBAJRA,0.0
1807,MADHYA_PRADESH,1967,QBAJRA,149.2
1808,RAJASTHAN,1967,QBAJRA,1423.0
1809,BIHAR,1967,QBAJRA,0.0
1810,MAHARASHTRA,1967,QBAJRA,553.6
1811,TAMIL_NADU,1967,QBAJRA,287.4
1812,ORISSA,1967,QBAJRA,1.548
1813,WEST_BENGAL,1967,QBAJRA,0.0
1814,HARYANA,1967,QBAJRA,407.11
1815,GUJARAT,1967,QBAJRA,1237.2
1816,KARNATAKA,1967,QBAJRA,165.5
1817,UTTAR_PRADESH,1967,QBAJRA,446.577
1818,ANDHRA_PRADESH,1967,QBAJRA,290.1
1819,PUNJAB,1967,QBAJRA,208.0
1820,HARYANA,1968,QBAJRA,205.108
1821,KARNATAKA,1968,QBAJRA,153.3
1822,ANDHRA_PRADESH,1968,QBAJRA,244.8
1823,WEST_BENGAL,1968,QBAJRA,0.0
1824,PUNJAB,1968,QBAJRA,203.5
1825,UTTAR_PRADESH,1968,QBAJRA,572.814
1826,BIHAR,1968,QBAJRA,0.0
1827,MADHYA_PRADESH,1968,QBAJRA,104.4
1828,ORISSA,1968,QBAJRA,1.273
1829,TAMIL_NADU,1968,QBAJRA,287.7
1830,RAJASTHAN,1968,QBAJRA,448.0
1831,MAHARASHTRA,1968,QBAJRA,638.7
1832,GUJARAT,1968,QBAJRA,773.2
1833,WEST_BENGAL,1969,QBAJRA,0.0
1834,TAMIL_NADU,1969,QBAJRA,325.5
1835,RAJASTHAN,1969,QBAJRA,801.0
1836,UTTAR_PRADESH,1969,QBAJRA,741.063
1837,ANDHRA_PRADESH,1969,QBAJRA,284.4
1838,BIHAR,1969,QBAJRA,0.0
1839,PUNJAB,1969,QBAJRA,237.967
1840,HARYANA,1969,QBAJRA,476.126
1841,KARNATAKA,1969,QBAJRA,187.8
1842,MADHYA_PRADESH,1969,QBAJRA,141.1
1843,GUJARAT,1969,QBAJRA,1346.4
1844,ORISSA,1969,QBAJRA,1.115
1845,MAHARASHTRA,1969,QBAJRA,715.0
1846,MAHARASHTRA,1970,QBAJRA,814.2
1847,GUJARAT,1970,QBAJRA,1799.1
1848,ANDHRA_PRADESH,1970,QBAJRA,298.2
1849,PUNJAB,1970,QBAJRA,244.90099999999998
1850,TAMIL_NADU,1970,QBAJRA,312.3
1851,MADHYA_PRADESH,1970,QBAJRA,119.8
1852,HARYANA,1970,QBAJRA,749.1289999999999
1853,UTTAR_PRADESH,1970,QBAJRA,888.585
1854,BIHAR,1970,QBAJRA,0.0
1855,WEST_BENGAL,1970,QBAJRA,0.0
1856,KARNATAKA,1970,QBAJRA,210.9
1857,ORISSA,1970,QBAJRA,1.301
1858,RAJASTHAN,1970,QBAJRA,2676.0
1859,ORISSA,1971,QBAJRA,1.588
1860,PUNJAB,1971,QBAJRA,171.862
1861,GUJARAT,1971,QBAJRA,1320.2
1862,MADHYA_PRADESH,1971,QBAJRA,123.7
1863,KARNATAKA,1971,QBAJRA,169.9
1864,TAMIL_NADU,1971,QBAJRA,272.9
1865,MAHARASHTRA,1971,QBAJRA,263.1
1866,BIHAR,1971,QBAJRA,0.0
1867,ANDHRA_PRADESH,1971,QBAJRA,227.6
1868,RAJASTHAN,1971,QBAJRA,1363.0
1869,WEST_BENGAL,1971,QBAJRA,0.0
1870,UTTAR_PRADESH,1971,QBAJRA,539.409
1871,HARYANA,1971,QBAJRA,567.09
1872,ANDHRA_PRADESH,1972,QBAJRA,179.3
1873,PUNJAB,1972,QBAJRA,143.56799999999998
1874,UTTAR_PRADESH,1972,QBAJRA,719.49
1875,HARYANA,1972,QBAJRA,489.527
1876,RAJASTHAN,1972,QBAJRA,864.0
1877,WEST_BENGAL,1972,QBAJRA,0.0
1878,MADHYA_PRADESH,1972,QBAJRA,144.7
1879,BIHAR,1972,QBAJRA,0.0
1880,MAHARASHTRA,1972,QBAJRA,225.7
1881,TAMIL_NADU,1972,QBAJRA,256.9
1882,ORISSA,1972,QBAJRA,1.4680000000000002
1883,GUJARAT,1972,QBAJRA,848.2
1884,KARNATAKA,1972,QBAJRA,137.3
1885,GUJARAT,1973,QBAJRA,1487.2
1886,TAMIL_NADU,1973,QBAJRA,340.5
1887,HARYANA,1973,QBAJRA,513.063
1888,ORISSA,1973,QBAJRA,1.367
1889,MAHARASHTRA,1973,QBAJRA,849.9
1890,PUNJAB,1973,QBAJRA,120.307
1891,MADHYA_PRADESH,1973,QBAJRA,212.3
1892,RAJASTHAN,1973,QBAJRA,2187.0
1893,WEST_BENGAL,1973,QBAJRA,0.0
1894,KARNATAKA,1973,QBAJRA,341.4
1895,UTTAR_PRADESH,1973,QBAJRA,561.487
1896,BIHAR,1973,QBAJRA,0.0
1897,ANDHRA_PRADESH,1973,QBAJRA,347.1
1898,ORISSA,1974,QBAJRA,1.625
1899,MADHYA_PRADESH,1974,QBAJRA,88.1
1900,PUNJAB,1974,QBAJRA,190.058
1901,RAJASTHAN,1974,QBAJRA,424.0
1902,GUJARAT,1974,QBAJRA,446.0
1903,BIHAR,1974,QBAJRA,0.0
1904,ANDHRA_PRADESH,1974,QBAJRA,306.2
1905,WEST_BENGAL,1974,QBAJRA,0.0
1906,HARYANA,1974,QBAJRA,174.1
1907,TAMIL_NADU,1974,QBAJRA,215.1
1908,UTTAR_PRADESH,1974,QBAJRA,491.89
1909,KARNATAKA,1974,QBAJRA,270.0
1910,MAHARASHTRA,1974,QBAJRA,591.9
1911,WEST_BENGAL,1975,QBAJRA,0.0
1912,ANDHRA_PRADESH,1975,QBAJRA,350.0
1913,RAJASTHAN,1975,QBAJRA,1124.9
1914,MADHYA_PRADESH,1975,QBAJRA,119.4
1915,GUJARAT,1975,QBAJRA,1282.1
1916,TAMIL_NADU,1975,QBAJRA,329.4
1917,UTTAR_PRADESH,1975,QBAJRA,727.705
1918,ORISSA,1975,QBAJRA,2.67
1919,HARYANA,1975,QBAJRA,504.0
1920,KARNATAKA,1975,QBAJRA,281.6
1921,BIHAR,1975,QBAJRA,0.0
1922,PUNJAB,1975,QBAJRA,147.846
1923,MAHARASHTRA,1975,QBAJRA,560.0
1924,UTTAR_PRADESH,1976,QBAJRA,769.7
1925,BIHAR,1976,QBAJRA,0.0
1926,ORISSA,1976,QBAJRA,2.7880000000000003
1927,HARYANA,1976,QBAJRA,481.0
1928,ANDHRA_PRADESH,1976,QBAJRA,237.1
1929,KARNATAKA,1976,QBAJRA,229.2
1930,GUJARAT,1976,QBAJRA,1131.4
1931,MADHYA_PRADESH,1976,QBAJRA,122.8
1932,MAHARASHTRA,1976,QBAJRA,657.6
1933,WEST_BENGAL,1976,QBAJRA,0.0
1934,TAMIL_NADU,1976,QBAJRA,460.5
1935,PUNJAB,1976,QBAJRA,401.0
1936,RAJASTHAN,1976,QBAJRA,1321.2
1937,GUJARAT,1977,QBAJRA,967.4
1938,ORISSA,1977,QBAJRA,3.109
1939,ANDHRA_PRADESH,1977,QBAJRA,377.6
1940,TAMIL_NADU,1977,QBAJRA,382.6
1941,PUNJAB,1977,QBAJRA,119.0
1942,RAJASTHAN,1977,QBAJRA,803.8
1943,MADHYA_PRADESH,1977,QBAJRA,92.4
1944,HARYANA,1977,QBAJRA,217.9
1945,MAHARASHTRA,1977,QBAJRA,605.7
1946,BIHAR,1977,QBAJRA,0.0
1947,KARNATAKA,1977,QBAJRA,309.1
1948,WEST_BENGAL,1977,QBAJRA,0.0
1949,UTTAR_PRADESH,1977,QBAJRA,647.1
1950,HARYANA,1978,QBAJRA,303.0
1951,RAJASTHAN,1978,QBAJRA,1148.3
1952,UTTAR_PRADESH,1978,QBAJRA,576.7
1953,WEST_BENGAL,1978,QBAJRA,0.0
1954,MAHARASHTRA,1978,QBAJRA,550.5
1955,TAMIL_NADU,1978,QBAJRA,454.4
1956,ANDHRA_PRADESH,1978,QBAJRA,356.8
1957,KARNATAKA,1978,QBAJRA,315.5
1958,GUJARAT,1978,QBAJRA,1550.9
1959,BIHAR,1978,QBAJRA,0.0
1960,MADHYA_PRADESH,1978,QBAJRA,118.6
1961,ORISSA,1978,QBAJRA,4.0489999999999995
1962,PUNJAB,1978,QBAJRA,93.0
1963,TAMIL_NADU,1979,QBAJRA,324.1
1964,MAHARASHTRA,1979,QBAJRA,607.1
1965,BIHAR,1979,QBAJRA,0.0
1966,PUNJAB,1979,QBAJRA,47.0
1967,HARYANA,1979,QBAJRA,224.0
1968,GUJARAT,1979,QBAJRA,1331.7
1969,MADHYA_PRADESH,1979,QBAJRA,35.3
1970,WEST_BENGAL,1979,QBAJRA,0.0
1971,KARNATAKA,1979,QBAJRA,246.0
1972,ANDHRA_PRADESH,1979,QBAJRA,296.0
1973,UTTAR_PRADESH,1979,QBAJRA,358.2
1974,RAJASTHAN,1979,QBAJRA,1163.1
1975,ORISSA,1979,QBAJRA,3.748
1976,ANDHRA_PRADESH,1980,QBAJRA,337.0
1977,PUNJAB,1980,QBAJRA,84.0
1978,ORISSA,1980,QBAJRA,6.385
1979,KARNATAKA,1980,QBAJRA,192.1
1980,TAMIL_NADU,1980,QBAJRA,263.8
1981,MAHARASHTRA,1980,QBAJRA,759.9
1982,UTTAR_PRADESH,1980,QBAJRA,717.8
1983,RAJASTHAN,1980,QBAJRA,1163.7
1984,MADHYA_PRADESH,1980,QBAJRA,120.7
1985,HARYANA,1980,QBAJRA,408.5
1986,WEST_BENGAL,1980,QBAJRA,0.0
1987,BIHAR,1980,QBAJRA,0.0
1988,GUJARAT,1980,QBAJRA,1221.9
1989,MADHYA_PRADESH,1981,QBAJRA,79.2
1990,RAJASTHAN,1981,QBAJRA,803.9
1991,PUNJAB,1981,QBAJRA,60.0
1992,GUJARAT,1981,QBAJRA,1473.1
1993,BIHAR,1981,QBAJRA,0.0
1994,ORISSA,1981,QBAJRA,6.568
1995,KARNATAKA,1981,QBAJRA,318.2
1996,MAHARASHTRA,1981,QBAJRA,778.6
1997,TAMIL_NADU,1981,QBAJRA,291.7
1998,HARYANA,1981,QBAJRA,411.0
1999,ANDHRA_PRADESH,1981,QBAJRA,445.0
2000,UTTAR_PRADESH,1981,QBAJRA,658.0
2001,WEST_BENGAL,1981,QBAJRA,0.0
2002,WEST_BENGAL,1982,QBAJRA,0.0
2003,GUJARAT,1982,QBAJRA,1177.6
2004,RAJASTHAN,1982,QBAJRA,1367.0
2005,HARYANA,1982,QBAJRA,442.1
2006,MADHYA_PRADESH,1982,QBAJRA,102.1
2007,BIHAR,1982,QBAJRA,0.0
2008,KARNATAKA,1982,QBAJRA,201.3
2009,ANDHRA_PRADESH,1982,QBAJRA,259.2
2010,MAHARASHTRA,1982,QBAJRA,444.9
2011,TAMIL_NADU,1982,QBAJRA,244.9
2012,ORISSA,1982,QBAJRA,6.9110000000000005
2013,PUNJAB,1982,QBAJRA,50.0
2014,UTTAR_PRADESH,1982,QBAJRA,742.3
2015,MADHYA_PRADESH,1983,QBAJRA,124.7
2016,UTTAR_PRADESH,1983,QBAJRA,858.0
2017,WEST_BENGAL,1983,QBAJRA,0.0
2018,HARYANA,1983,QBAJRA,478.9
2019,KARNATAKA,1983,QBAJRA,287.7
2020,ORISSA,1983,QBAJRA,9.462
2021,RAJASTHAN,1983,QBAJRA,2456.7
2022,TAMIL_NADU,1983,QBAJRA,395.3
2023,MAHARASHTRA,1983,QBAJRA,908.0
2024,GUJARAT,1983,QBAJRA,1607.3
2025,BIHAR,1983,QBAJRA,0.0
2026,ANDHRA_PRADESH,1983,QBAJRA,350.1
2027,PUNJAB,1983,QBAJRA,54.0
2028,MADHYA_PRADESH,1984,QBAJRA,139.5
2029,MAHARASHTRA,1984,QBAJRA,566.2
2030,UTTAR_PRADESH,1984,QBAJRA,954.7180000000001
2031,ANDHRA_PRADESH,1984,QBAJRA,186.8
2032,TAMIL_NADU,1984,QBAJRA,416.5
2033,KARNATAKA,1984,QBAJRA,180.59900000000002
2034,HARYANA,1984,QBAJRA,418.0
2035,WEST_BENGAL,1984,QBAJRA,0.0
2036,PUNJAB,1984,QBAJRA,49.0
2037,GUJARAT,1984,QBAJRA,1535.3
2038,RAJASTHAN,1984,QBAJRA,1513.088
2039,BIHAR,1984,QBAJRA,0.0
2040,ORISSA,1984,QBAJRA,8.65
2041,HARYANA,1985,QBAJRA,268.0
2042,TAMIL_NADU,1985,QBAJRA,355.358
2043,MADHYA_PRADESH,1985,QBAJRA,89.9
2044,KARNATAKA,1985,QBAJRA,216.518
2045,UTTAR_PRADESH,1985,QBAJRA,633.404
2046,ORISSA,1985,QBAJRA,10.141
2047,WEST_BENGAL,1985,QBAJRA,0.0
2048,BIHAR,1985,QBAJRA,0.0
2049,ANDHRA_PRADESH,1985,QBAJRA,198.6
2050,MAHARASHTRA,1985,QBAJRA,419.8
2051,GUJARAT,1985,QBAJRA,634.9
2052,PUNJAB,1985,QBAJRA,20.0
2053,RAJASTHAN,1985,QBAJRA,687.184
2054,PUNJAB,1986,QBAJRA,20.0
2055,RAJASTHAN,1986,QBAJRA,976.2819999999999
2056,HARYANA,1986,QBAJRA,288.0
2057,MADHYA_PRADESH,1986,QBAJRA,122.5
2058,MAHARASHTRA,1986,QBAJRA,465.2
2059,TAMIL_NADU,1986,QBAJRA,281.627
2060,ANDHRA_PRADESH,1986,QBAJRA,159.6
2061,GUJARAT,1986,QBAJRA,1026.9
2062,WEST_BENGAL,1986,QBAJRA,0.0
2063,ORISSA,1986,QBAJRA,6.763999999999999
2064,UTTAR_PRADESH,1986,QBAJRA,742.1410000000001
2065,KARNATAKA,1986,QBAJRA,209.40400000000002
2066,BIHAR,1986,QBAJRA,0.0
2067,UTTAR_PRADESH,1987,QBAJRA,616.065
2068,PUNJAB,1987,QBAJRA,11.0
2069,BIHAR,1987,QBAJRA,0.0
2070,MAHARASHTRA,1987,QBAJRA,909.6
2071,ANDHRA_PRADESH,1987,QBAJRA,152.9
2072,KARNATAKA,1987,QBAJRA,285.295
2073,TAMIL_NADU,1987,QBAJRA,290.731
2074,HARYANA,1987,QBAJRA,85.0
2075,GUJARAT,1987,QBAJRA,346.1
2076,RAJASTHAN,1987,QBAJRA,455.74199999999996
2077,ORISSA,1987,QBAJRA,5.95
2078,MADHYA_PRADESH,1987,QBAJRA,108.7
2079,WEST_BENGAL,1987,QBAJRA,0.0
2080,BIHAR,1956,QSUGAR,372.916
2081,HARYANA,1956,QSUGAR,253.69799999999998
2082,WEST_BENGAL,1956,QSUGAR,117.71217150000001
2083,MADHYA_PRADESH,1956,QSUGAR,169.8
2084,KARNATAKA,1956,QSUGAR,344.55
2085,UTTAR_PRADESH,1956,QSUGAR,3574.218
2086,GUJARAT,1956,QSUGAR,71.3
2087,RAJASTHAN,1956,QSUGAR,69.0
2088,ORISSA,1956,QSUGAR,95.844
2089,ANDHRA_PRADESH,1956,QSUGAR,567.03
2090,PUNJAB,1956,QSUGAR,297.317
2091,MAHARASHTRA,1956,QSUGAR,776.5
2092,TAMIL_NADU,1956,QSUGAR,303.17
2093,MADHYA_PRADESH,1957,QSUGAR,119.3
2094,MAHARASHTRA,1957,QSUGAR,863.5
2095,WEST_BENGAL,1957,QSUGAR,85.9498
2096,UTTAR_PRADESH,1957,QSUGAR,3119.652
2097,HARYANA,1957,QSUGAR,340.47900000000004
2098,ORISSA,1957,QSUGAR,84.588
2099,TAMIL_NADU,1957,QSUGAR,375.41
2100,ANDHRA_PRADESH,1957,QSUGAR,593.26
2101,GUJARAT,1957,QSUGAR,81.4
2102,KARNATAKA,1957,QSUGAR,368.19
2103,RAJASTHAN,1957,QSUGAR,74.7
2104,BIHAR,1957,QSUGAR,447.785
2105,PUNJAB,1957,QSUGAR,347.491
2106,BIHAR,1958,QSUGAR,615.355
2107,HARYANA,1958,QSUGAR,344.76099999999997
2108,ANDHRA_PRADESH,1958,QSUGAR,613.79
2109,WEST_BENGAL,1958,QSUGAR,119.4012
2110,GUJARAT,1958,QSUGAR,75.0
2111,TAMIL_NADU,1958,QSUGAR,358.52
2112,UTTAR_PRADESH,1958,QSUGAR,3123.926
2113,KARNATAKA,1958,QSUGAR,376.52
2114,MADHYA_PRADESH,1958,QSUGAR,90.7
2115,RAJASTHAN,1958,QSUGAR,42.3
2116,PUNJAB,1958,QSUGAR,373.01099999999997
2117,ORISSA,1958,QSUGAR,74.524
2118,MAHARASHTRA,1958,QSUGAR,888.6
2119,RAJASTHAN,1959,QSUGAR,60.4
2120,HARYANA,1959,QSUGAR,419.094
2121,MADHYA_PRADESH,1959,QSUGAR,107.6
2122,BIHAR,1959,QSUGAR,675.07
2123,UTTAR_PRADESH,1959,QSUGAR,3274.987
2124,WEST_BENGAL,1959,QSUGAR,130.3536
2125,ANDHRA_PRADESH,1959,QSUGAR,637.32
2126,GUJARAT,1959,QSUGAR,96.4
2127,ORISSA,1959,QSUGAR,70.271
2128,TAMIL_NADU,1959,QSUGAR,364.54
2129,MAHARASHTRA,1959,QSUGAR,963.1
