,STATENAM,YEAR,CROP,AREA
1739,BIHAR,1961,ABAJRA,0.0
1740,MAHARASHTRA,1961,ABAJRA,1687.6
1741,KARNATAKA,1961,ABAJRA,517.6
1742,BIHAR,1962,ABAJRA,0.0
1743,TAMIL_NADU,1962,ABAJRA,470.8
1744,MADHYA_PRADESH,1962,ABAJRA,191.5
1745,ORISSA,1962,ABAJRA,4.949
1746,WEST_BENGAL,1962,ABAJRA,0.0
1747,UTTAR_PRADESH,1962,ABAJRA,1020.852
1748,ANDHRA_PRADESH,1962,ABAJRA,609.7
1749,KARNATAKA,1962,ABAJRA,526.4
1750,HARYANA,1962,ABAJRA,670.3969999999999
1751,MAHARASHTRA,1962,ABAJRA,1644.4
1752,GUJARAT,1962,ABAJRA,1450.2
1753,PUNJAB,1962,ABAJRA,169.42700000000002
1754,RAJASTHAN,1962,ABAJRA,4162.0
1755,MADHYA_PRADESH,1963,ABAJRA,192.8
1756,WEST_BENGAL,1963,ABAJRA,0.0
1757,PUNJAB,1963,ABAJRA,135.514
1758,RAJASTHAN,1963,ABAJRA,4323.3
1759,ANDHRA_PRADESH,1963,ABAJRA,587.1
1760,UTTAR_PRADESH,1963,ABAJRA,1013.1030000000001
1761,KARNATAKA,1963,ABAJRA,541.5
1762,ORISSA,1963,ABAJRA,4.961
1763,TAMIL_NADU,1963,ABAJRA,448.8
1764,HARYANA,1963,ABAJRA,634.61
1765,MAHARASHTRA,1963,ABAJRA,1704.6
1766,GUJARAT,1963,ABAJRA,1440.0
1767,BIHAR,1963,ABAJRA,0.0
1768,ANDHRA_PRADESH,1964,ABAJRA,595.5
1769,MAHARASHTRA,1964,ABAJRA,1675.8
1770,ORISSA,1964,ABAJRA,4.433
1771,GUJARAT,1964,ABAJRA,1483.1
1772,PUNJAB,1964,ABAJRA,160.393
1773,HARYANA,1964,ABAJRA,744.3
1774,WEST_BENGAL,1964,ABAJRA,0.0
1775,BIHAR,1964,ABAJRA,0.0
1776,UTTAR_PRADESH,1964,ABAJRA,1061.958
1777,KARNATAKA,1964,ABAJRA,433.8
1778,TAMIL_NADU,1964,ABAJRA,439.8
1779,RAJASTHAN,1964,ABAJRA,4853.1
1780,MADHYA_PRADESH,1964,ABAJRA,194.2
1781,KARNATAKA,1965,ABAJRA,499.1
1782,MAHARASHTRA,1965,ABAJRA,1570.3
1783,UTTAR_PRADESH,1965,ABAJRA,986.6131803999999
1784,HARYANA,1965,ABAJRA,728.1560000000001
1785,ORISSA,1965,ABAJRA,5.242000000000001
1786,MADHYA_PRADESH,1965,ABAJRA,194.8
1787,RAJASTHAN,1965,ABAJRA,4880.0
1788,ANDHRA_PRADESH,1965,ABAJRA,528.7
1789,WEST_BENGAL,1965,ABAJRA,0.0
1790,BIHAR,1965,ABAJRA,0.0
1791,PUNJAB,1965,ABAJRA,155.645
1792,TAMIL_NADU,1965,ABAJRA,400.1
1793,GUJARAT,1965,ABAJRA,1651.3
1794,BIHAR,1966,ABAJRA,0.0
1795,ANDHRA_PRADESH,1966,ABAJRA,653.9
1796,KARNATAKA,1966,ABAJRA,529.4
1797,UTTAR_PRADESH,1966,ABAJRA,1011.99694
1798,HARYANA,1966,ABAJRA,839.52
1799,ORISSA,1966,ABAJRA,4.959
1800,MADHYA_PRADESH,1966,ABAJRA,247.4
1801,MAHARASHTRA,1966,ABAJRA,1727.5
1802,GUJARAT,1966,ABAJRA,1775.7
1803,TAMIL_NADU,1966,ABAJRA,414.6
1804,PUNJAB,1966,ABAJRA,183.804
1805,RAJASTHAN,1966,ABAJRA,5015.0
1806,WEST_BENGAL,1966,ABAJRA,0.0
1807,MADHYA_PRADESH,1967,ABAJRA,284.2
1808,RAJASTHAN,1967,ABAJRA,4891.0
1809,BIHAR,1967,ABAJRA,0.0
1810,MAHARASHTRA,1967,ABAJRA,2026.6
1811,TAMIL_NADU,1967,ABAJRA,430.3
1812,ORISSA,1967,ABAJRA,1.944
1813,WEST_BENGAL,1967,ABAJRA,0.0
1814,HARYANA,1967,ABAJRA,826.85
1815,GUJARAT,1967,ABAJRA,1867.0
1816,KARNATAKA,1967,ABAJRA,499.1
1817,UTTAR_PRADESH,1967,ABAJRA,1063.2124880000001
1818,ANDHRA_PRADESH,1967,ABAJRA,587.3
1819,PUNJAB,1967,ABAJRA,209.042
1820,HARYANA,1968,ABAJRA,819.49
1821,KARNATAKA,1968,ABAJRA,545.2
1822,ANDHRA_PRADESH,1968,ABAJRA,586.4
1823,WEST_BENGAL,1968,ABAJRA,0.0
1824,PUNJAB,1968,ABAJRA,191.639
1825,UTTAR_PRADESH,1968,ABAJRA,987.801
1826,BIHAR,1968,ABAJRA,0.0
1827,MADHYA_PRADESH,1968,ABAJRA,240.2
1828,ORISSA,1968,ABAJRA,1.304
1829,TAMIL_NADU,1968,ABAJRA,457.6
1830,RAJASTHAN,1968,ABAJRA,4549.0
1831,MAHARASHTRA,1968,ABAJRA,2034.4
1832,GUJARAT,1968,ABAJRA,1840.9
1833,WEST_BENGAL,1969,ABAJRA,0.0
1834,TAMIL_NADU,1969,ABAJRA,482.2
1835,RAJASTHAN,1969,ABAJRA,4329.0
1836,UTTAR_PRADESH,1969,ABAJRA,1021.665
1837,ANDHRA_PRADESH,1969,ABAJRA,587.8
1838,BIHAR,1969,ABAJRA,0.0
1839,PUNJAB,1969,ABAJRA,213.851
1840,HARYANA,1969,ABAJRA,865.06
1841,KARNATAKA,1969,ABAJRA,577.8
1842,MADHYA_PRADESH,1969,ABAJRA,230.5
1843,GUJARAT,1969,ABAJRA,2019.6
1844,ORISSA,1969,ABAJRA,2.4
1845,MAHARASHTRA,1969,ABAJRA,2122.8
1846,MAHARASHTRA,1970,ABAJRA,2038.7
1847,GUJARAT,1970,ABAJRA,2111.0
1848,ANDHRA_PRADESH,1970,ABAJRA,577.7
1849,PUNJAB,1970,ABAJRA,209.217
1850,TAMIL_NADU,1970,ABAJRA,474.9
1851,MADHYA_PRADESH,1970,ABAJRA,220.9
1852,HARYANA,1970,ABAJRA,808.2
1853,UTTAR_PRADESH,1970,ABAJRA,1120.9160000000002
1854,BIHAR,1970,ABAJRA,0.0
1855,WEST_BENGAL,1970,ABAJRA,0.0
1856,KARNATAKA,1970,ABAJRA,562.0
1857,ORISSA,1970,ABAJRA,2.985
1858,RAJASTHAN,1970,ABAJRA,5135.0
1859,ORISSA,1971,ABAJRA,3.872
1860,PUNJAB,1971,ABAJRA,146.82299999999998
1861,GUJARAT,1971,ABAJRA,1810.9
1862,MADHYA_PRADESH,1971,ABAJRA,196.8
1863,KARNATAKA,1971,ABAJRA,542.2
1864,TAMIL_NADU,1971,ABAJRA,448.6
1865,MAHARASHTRA,1971,ABAJRA,1312.3
1866,BIHAR,1971,ABAJRA,0.0
1867,ANDHRA_PRADESH,1971,ABAJRA,521.0
1868,RAJASTHAN,1971,ABAJRA,5040.0
1869,WEST_BENGAL,1971,ABAJRA,0.0
1870,UTTAR_PRADESH,1971,ABAJRA,948.8739999999999
1871,HARYANA,1971,ABAJRA,803.14
1872,ANDHRA_PRADESH,1972,ABAJRA,505.1
1873,PUNJAB,1972,ABAJRA,146.046
1874,UTTAR_PRADESH,1972,ABAJRA,1085.621
1875,HARYANA,1972,ABAJRA,1114.433
1876,RAJASTHAN,1972,ABAJRA,5235.0
1877,WEST_BENGAL,1972,ABAJRA,0.0
1878,MADHYA_PRADESH,1972,ABAJRA,222.9
1879,BIHAR,1972,ABAJRA,0.0
1880,MAHARASHTRA,1972,ABAJRA,1429.4
1881,TAMIL_NADU,1972,ABAJRA,428.0
1882,ORISSA,1972,ABAJRA,3.888
1883,GUJARAT,1972,ABAJRA,1933.6
1884,KARNATAKA,1972,ABAJRA,395.3
1885,GUJARAT,1973,ABAJRA,2148.7
1886,TAMIL_NADU,1973,ABAJRA,404.9
1887,HARYANA,1973,ABAJRA,861.4
1888,ORISSA,1973,ABAJRA,4.066
1889,MAHARASHTRA,1973,ABAJRA,2214.5
1890,PUNJAB,1973,ABAJRA,135.311
1891,MADHYA_PRADESH,1973,ABAJRA,218.3
1892,RAJASTHAN,1973,ABAJRA,5727.0
1893,WEST_BENGAL,1973,ABAJRA,0.0
1894,KARNATAKA,1973,ABAJRA,610.9
1895,UTTAR_PRADESH,1973,ABAJRA,1062.796
1896,BIHAR,1973,ABAJRA,0.0
1897,ANDHRA_PRADESH,1973,ABAJRA,581.6
1898,ORISSA,1974,ABAJRA,4.926
1899,MADHYA_PRADESH,1974,ABAJRA,179.8
1900,PUNJAB,1974,ABAJRA,182.338
1901,RAJASTHAN,1974,ABAJRA,4220.0
1902,GUJARAT,1974,ABAJRA,1528.7
1903,BIHAR,1974,ABAJRA,0.0
1904,ANDHRA_PRADESH,1974,ABAJRA,575.6
1905,WEST_BENGAL,1974,ABAJRA,0.0
1906,HARYANA,1974,ABAJRA,833.6
1907,TAMIL_NADU,1974,ABAJRA,372.4
1908,UTTAR_PRADESH,1974,ABAJRA,999.179
1909,KARNATAKA,1974,ABAJRA,655.2
1910,MAHARASHTRA,1974,ABAJRA,1843.8
1911,WEST_BENGAL,1975,ABAJRA,0.0
1912,ANDHRA_PRADESH,1975,ABAJRA,620.7
1913,RAJASTHAN,1975,ABAJRA,3605.7
1914,MADHYA_PRADESH,1975,ABAJRA,197.0
1915,GUJARAT,1975,ABAJRA,1864.5
1916,TAMIL_NADU,1975,ABAJRA,449.7
1917,UTTAR_PRADESH,1975,ABAJRA,1030.703
1918,ORISSA,1975,ABAJRA,5.815
1919,HARYANA,1975,ABAJRA,848.1
1920,KARNATAKA,1975,ABAJRA,705.0
1921,BIHAR,1975,ABAJRA,0.0
1922,PUNJAB,1975,ABAJRA,155.624
1923,MAHARASHTRA,1975,ABAJRA,1807.5
1924,UTTAR_PRADESH,1976,ABAJRA,1032.0
1925,BIHAR,1976,ABAJRA,0.0
1926,ORISSA,1976,ABAJRA,6.218
1927,HARYANA,1976,ABAJRA,852.9
1928,ANDHRA_PRADESH,1976,ABAJRA,561.6
1929,KARNATAKA,1976,ABAJRA,664.9
1930,GUJARAT,1976,ABAJRA,1456.7
1931,MADHYA_PRADESH,1976,ABAJRA,193.1
1932,MAHARASHTRA,1976,ABAJRA,1729.6
1933,WEST_BENGAL,1976,ABAJRA,0.0
1934,TAMIL_NADU,1976,ABAJRA,456.1
1935,PUNJAB,1976,ABAJRA,154.2
1936,RAJASTHAN,1976,ABAJRA,3608.7
1937,GUJARAT,1977,ABAJRA,1417.9
1938,ORISSA,1977,ABAJRA,7.097
1939,ANDHRA_PRADESH,1977,ABAJRA,567.3
1940,TAMIL_NADU,1977,ABAJRA,437.3
1941,PUNJAB,1977,ABAJRA,106.0
1942,RAJASTHAN,1977,ABAJRA,4074.2
1943,MADHYA_PRADESH,1977,ABAJRA,165.8
1944,HARYANA,1977,ABAJRA,799.2
1945,MAHARASHTRA,1977,ABAJRA,1643.1
1946,BIHAR,1977,ABAJRA,0.0
1947,KARNATAKA,1977,ABAJRA,717.0
1948,WEST_BENGAL,1977,ABAJRA,0.0
1949,UTTAR_PRADESH,1977,ABAJRA,988.7
1950,HARYANA,1978,ABAJRA,781.5
1951,RAJASTHAN,1978,ABAJRA,4530.6
1952,UTTAR_PRADESH,1978,ABAJRA,920.7
1953,WEST_BENGAL,1978,ABAJRA,0.0
1954,MAHARASHTRA,1978,ABAJRA,1598.2
1955,TAMIL_NADU,1978,ABAJRA,408.5
1956,ANDHRA_PRADESH,1978,ABAJRA,566.8
1957,KARNATAKA,1978,ABAJRA,686.7
1958,GUJARAT,1978,ABAJRA,1459.3
1959,BIHAR,1978,ABAJRA,0.0
1960,MADHYA_PRADESH,1978,ABAJRA,176.5
1961,ORISSA,1978,ABAJRA,8.206
1962,PUNJAB,1978,ABAJRA,95.0
1963,TAMIL_NADU,1979,ABAJRA,449.9
1964,MAHARASHTRA,1979,ABAJRA,1429.1
1965,BIHAR,1979,ABAJRA,0.0
1966,PUNJAB,1979,ABAJRA,46.0
1967,HARYANA,1979,ABAJRA,733.9
1968,GUJARAT,1979,ABAJRA,1256.5
1969,MADHYA_PRADESH,1979,ABAJRA,173.5
1970,WEST_BENGAL,1979,ABAJRA,0.0
1971,KARNATAKA,1979,ABAJRA,602.8
1972,ANDHRA_PRADESH,1979,ABAJRA,454.0
1973,UTTAR_PRADESH,1979,ABAJRA,1145.8
1974,RAJASTHAN,1979,ABAJRA,5034.5
1975,ORISSA,1979,ABAJRA,8.324
1976,ANDHRA_PRADESH,1980,ABAJRA,514.0
1977,PUNJAB,1980,ABAJRA,68.5
1978,ORISSA,1980,ABAJRA,9.45
1979,KARNATAKA,1980,ABAJRA,561.07
1980,TAMIL_NADU,1980,ABAJRA,328.2
1981,MAHARASHTRA,1980,ABAJRA,1706.2
1982,UTTAR_PRADESH,1980,ABAJRA,982.8
1983,RAJASTHAN,1980,ABAJRA,5034.7
1984,MADHYA_PRADESH,1980,ABAJRA,198.4
1985,HARYANA,1980,ABAJRA,797.0
1986,WEST_BENGAL,1980,ABAJRA,0.0
1987,BIHAR,1980,ABAJRA,0.0
1988,GUJARAT,1980,ABAJRA,1380.0
1989,MADHYA_PRADESH,1981,ABAJRA,173.5
1990,RAJASTHAN,1981,ABAJRA,4943.9
1991,PUNJAB,1981,ABAJRA,61.0
1992,GUJARAT,1981,ABAJRA,1433.3
1993,BIHAR,1981,ABAJRA,0.0
1994,ORISSA,1981,ABAJRA,8.299
1995,KARNATAKA,1981,ABAJRA,635.3
1996,MAHARASHTRA,1981,ABAJRA,1743.7
1997,TAMIL_NADU,1981,ABAJRA,336.5
1998,HARYANA,1981,ABAJRA,770.0
1999,ANDHRA_PRADESH,1981,ABAJRA,544.0
2000,UTTAR_PRADESH,1981,ABAJRA,968.4
2001,WEST_BENGAL,1981,ABAJRA,0.0
2002,WEST_BENGAL,1982,ABAJRA,0.0
2003,GUJARAT,1982,ABAJRA,1394.5
2004,RAJASTHAN,1982,ABAJRA,4768.4
2005,HARYANA,1982,ABAJRA,706.6
2006,MADHYA_PRADESH,1982,ABAJRA,173.8
2007,BIHAR,1982,ABAJRA,0.0
2008,KARNATAKA,1982,ABAJRA,578.8
2009,ANDHRA_PRADESH,1982,ABAJRA,492.2
2010,MAHARASHTRA,1982,ABAJRA,1389.5
2011,TAMIL_NADU,1982,ABAJRA,282.6
2012,ORISSA,1982,ABAJRA,8.397
2013,PUNJAB,1982,ABAJRA,44.0
2014,UTTAR_PRADESH,1982,ABAJRA,981.8
2015,MADHYA_PRADESH,1983,ABAJRA,176.0
2016,UTTAR_PRADESH,1983,ABAJRA,1028.4
2017,WEST_BENGAL,1983,ABAJRA,0.0
2018,HARYANA,1983,ABAJRA,753.0
2019,KARNATAKA,1983,ABAJRA,578.2
2020,ORISSA,1983,ABAJRA,8.443
2021,RAJASTHAN,1983,ABAJRA,5003.5
2022,TAMIL_NADU,1983,ABAJRA,347.1
2023,MAHARASHTRA,1983,ABAJRA,1812.5
2024,GUJARAT,1983,ABAJRA,1436.6
2025,BIHAR,1983,ABAJRA,0.0
2026,ANDHRA_PRADESH,1983,ABAJRA,487.3
2027,PUNJAB,1983,ABAJRA,44.0
2028,MADHYA_PRADESH,1984,ABAJRA,178.1
2029,MAHARASHTRA,1984,ABAJRA,1761.3
2030,UTTAR_PRADESH,1984,ABAJRA,953.578
2031,ANDHRA_PRADESH,1984,ABAJRA,348.7
2032,TAMIL_NADU,1984,ABAJRA,352.66
2033,KARNATAKA,1984,ABAJRA,456.036
2034,HARYANA,1984,ABAJRA,678.0
2035,WEST_BENGAL,1984,ABAJRA,0.0
2036,PUNJAB,1984,ABAJRA,47.0
2037,GUJARAT,1984,ABAJRA,1372.6
2038,RAJASTHAN,1984,ABAJRA,4253.622
2039,BIHAR,1984,ABAJRA,0.0
2040,ORISSA,1984,ABAJRA,7.542999999999999
2041,HARYANA,1985,ABAJRA,592.0
2042,TAMIL_NADU,1985,ABAJRA,317.954
2043,MADHYA_PRADESH,1985,ABAJRA,165.8
2044,KARNATAKA,1985,ABAJRA,458.656
2045,UTTAR_PRADESH,1985,ABAJRA,864.2130000000001
2046,ORISSA,1985,ABAJRA,8.797
2047,WEST_BENGAL,1985,ABAJRA,0.0
2048,BIHAR,1985,ABAJRA,0.0
2049,ANDHRA_PRADESH,1985,ABAJRA,328.9
2050,MAHARASHTRA,1985,ABAJRA,1702.8
2051,GUJARAT,1985,ABAJRA,1315.5
2052,PUNJAB,1985,ABAJRA,24.0
2053,RAJASTHAN,1985,ABAJRA,4710.704000000001
2054,PUNJAB,1986,ABAJRA,18.0
2055,RAJASTHAN,1986,ABAJRA,5220.424
2056,HARYANA,1986,ABAJRA,709.0
2057,MADHYA_PRADESH,1986,ABAJRA,161.2
2058,MAHARASHTRA,1986,ABAJRA,1733.7
2059,TAMIL_NADU,1986,ABAJRA,297.619
2060,ANDHRA_PRADESH,1986,ABAJRA,285.2
2061,GUJARAT,1986,ABAJRA,1274.4
2062,WEST_BENGAL,1986,ABAJRA,0.0
2063,ORISSA,1986,ABAJRA,7.412000000000001
2064,UTTAR_PRADESH,1986,ABAJRA,834.204
2065,KARNATAKA,1986,ABAJRA,451.80699999999996
2066,BIHAR,1986,ABAJRA,0.0
2067,UTTAR_PRADESH,1987,ABAJRA,786.205
2068,PUNJAB,1987,ABAJRA,11.0
2069,BIHAR,1987,ABAJRA,0.0
2070,MAHARASHTRA,1987,ABAJRA,1814.9
2071,ANDHRA_PRADESH,1987,ABAJRA,290.6
2072,KARNATAKA,1987,ABAJRA,521.061
2073,TAMIL_NADU,1987,ABAJRA,284.106
2074,HARYANA,1987,ABAJRA,422.0
2075,GUJARAT,1987,ABAJRA,781.4
2076,RAJASTHAN,1987,ABAJRA,3514.9829999999997
2077,ORISSA,1987,ABAJRA,7.45
2078,MADHYA_PRADESH,1987,ABAJRA,153.2
2079,WEST_BENGAL,1987,ABAJRA,0.0
2080,BIHAR,1956,ASUGAR,162.511
2081,HARYANA,1956,ASUGAR,90.21700000000001
2082,WEST_BENGAL,1956,ASUGAR,24.170931200000002
2083,MADHYA_PRADESH,1956,ASUGAR,52.91
2084,KARNATAKA,1956,ASUGAR,54.42
2085,UTTAR_PRADESH,1956,ASUGAR,1241.056
2086,GUJARAT,1956,ASUGAR,12.7
2087,RAJASTHAN,1956,ASUGAR,33.5
2088,ORISSA,1956,ASUGAR,23.269000000000002
2089,ANDHRA_PRADESH,1956,ASUGAR,69.83
2090,PUNJAB,1956,ASUGAR,107.488
2091,MAHARASHTRA,1956,ASUGAR,102.6
2092,TAMIL_NADU,1956,ASUGAR,46.47
2093,MADHYA_PRADESH,1957,ASUGAR,46.73
2094,MAHARASHTRA,1957,ASUGAR,113.4
2095,WEST_BENGAL,1957,ASUGAR,23.5898789
2096,UTTAR_PRADESH,1957,ASUGAR,1226.774
2097,HARYANA,1957,ASUGAR,96.90299999999999
2098,ORISSA,1957,ASUGAR,23.066999999999997
2099,TAMIL_NADU,1957,ASUGAR,58.01
2100,ANDHRA_PRADESH,1957,ASUGAR,69.21
2101,GUJARAT,1957,ASUGAR,14.4
2102,KARNATAKA,1957,ASUGAR,58.39
2103,RAJASTHAN,1957,ASUGAR,34.0
2104,BIHAR,1957,ASUGAR,152.929
2105,PUNJAB,1957,ASUGAR,103.616
2106,BIHAR,1958,ASUGAR,163.66
2107,HARYANA,1958,ASUGAR,95.15700000000001
2108,ANDHRA_PRADESH,1958,ASUGAR,66.27
2109,WEST_BENGAL,1958,ASUGAR,26.7275304
2110,GUJARAT,1958,ASUGAR,13.3
2111,TAMIL_NADU,1958,ASUGAR,54.85
2112,UTTAR_PRADESH,1958,ASUGAR,1111.162
2113,KARNATAKA,1958,ASUGAR,58.92
2114,MADHYA_PRADESH,1958,ASUGAR,34.41
2115,RAJASTHAN,1958,ASUGAR,19.7
2116,PUNJAB,1958,ASUGAR,107.309
2117,ORISSA,1958,ASUGAR,22.298000000000002
2118,MAHARASHTRA,1958,ASUGAR,134.1
2119,RAJASTHAN,1959,ASUGAR,28.0
2120,HARYANA,1959,ASUGAR,116.806
2121,MADHYA_PRADESH,1959,ASUGAR,40.01
2122,BIHAR,1959,ASUGAR,179.271
2123,UTTAR_PRADESH,1959,ASUGAR,1191.4
2124,WEST_BENGAL,1959,ASUGAR,32.8275302
2125,ANDHRA_PRADESH,1959,ASUGAR,72.62
2126,GUJARAT,1959,ASUGAR,17.9
2127,ORISSA,1959,ASUGAR,24.038
2128,TAMIL_NADU,1959,ASUGAR,58.89
2129,MAHARASHTRA,1959,ASUGAR,133.1
2130,PUNJAB,1959,ASUGAR,120.602
2131,KARNATAKA,1959,ASUGAR,63.35
2132,PUNJAB,1960,ASUGAR,133.59799999999998
2133,ORISSA,1960,ASUGAR,25.495
2134,UTTAR_PRADESH,1960,ASUGAR,1329.025
2135,HARYANA,1960,ASUGAR,134.303
2136,RAJASTHAN,1960,ASUGAR,41.1
2137,ANDHRA_PRADESH,1960,ASUGAR,79.04
2138,WEST_BENGAL,1960,ASUGAR,40.1109316
2139,MADHYA_PRADESH,1960,ASUGAR,50.31
2140,GUJARAT,1960,ASUGAR,26.0
2141,TAMIL_NADU,1960,ASUGAR,81.11
2142,MAHARASHTRA,1960,ASUGAR,155.5
2143,KARNATAKA,1960,ASUGAR,72.25
2144,BIHAR,1960,ASUGAR,185.49400000000003
2145,HARYANA,1961,ASUGAR,139.611
2146,PUNJAB,1961,ASUGAR,130.181
2147,ANDHRA_PRADESH,1961,ASUGAR,83.48
2148,MADHYA_PRADESH,1961,ASUGAR,54.53
2149,RAJASTHAN,1961,ASUGAR,33.9
2150,WEST_BENGAL,1961,ASUGAR,34.467206899999994
2151,TAMIL_NADU,1961,ASUGAR,75.6
2152,GUJARAT,1961,ASUGAR,22.0
2153,UTTAR_PRADESH,1961,ASUGAR,1362.6989999999998
2154,ORISSA,1961,ASUGAR,25.168000000000003
2155,BIHAR,1961,ASUGAR,197.175
2156,MAHARASHTRA,1961,ASUGAR,154.4
2157,KARNATAKA,1961,ASUGAR,77.69
2158,BIHAR,1962,ASUGAR,162.22899999999998
2159,TAMIL_NADU,1962,ASUGAR,55.26
2160,MADHYA_PRADESH,1962,ASUGAR,55.99
2161,ORISSA,1962,ASUGAR,32.0
2162,WEST_BENGAL,1962,ASUGAR,31.197165500000004
2163,UTTAR_PRADESH,1962,ASUGAR,1261.75
2164,ANDHRA_PRADESH,1962,ASUGAR,78.91
2165,KARNATAKA,1962,ASUGAR,74.15
2166,HARYANA,1962,ASUGAR,130.12
2167,MAHARASHTRA,1962,ASUGAR,152.6
2168,GUJARAT,1962,ASUGAR,19.8
2169,PUNJAB,1962,ASUGAR,111.62200000000001
2170,RAJASTHAN,1962,ASUGAR,32.5
2171,MADHYA_PRADESH,1963,ASUGAR,53.15
2172,WEST_BENGAL,1963,ASUGAR,32.5101213
2173,PUNJAB,1963,ASUGAR,116.08200000000001
2174,RAJASTHAN,1963,ASUGAR,29.5
2175,ANDHRA_PRADESH,1963,ASUGAR,104.91
2176,UTTAR_PRADESH,1963,ASUGAR,1228.647
2177,KARNATAKA,1963,ASUGAR,80.76
2178,ORISSA,1963,ASUGAR,40.465
2179,TAMIL_NADU,1963,ASUGAR,73.29
2180,HARYANA,1963,ASUGAR,115.21600000000001
2181,MAHARASHTRA,1963,ASUGAR,138.8
2182,GUJARAT,1963,ASUGAR,24.3
2183,BIHAR,1963,ASUGAR,140.679
2184,ANDHRA_PRADESH,1964,ASUGAR,121.92
2185,MAHARASHTRA,1964,ASUGAR,158.7
2186,ORISSA,1964,ASUGAR,40.366
2187,GUJARAT,1964,ASUGAR,41.5
2188,PUNJAB,1964,ASUGAR,111.9
2189,HARYANA,1964,ASUGAR,145.9
2190,WEST_BENGAL,1964,ASUGAR,41.1728742
2191,BIHAR,1964,ASUGAR,165.75900000000001
2192,UTTAR_PRADESH,1964,ASUGAR,1388.933
2193,KARNATAKA,1964,ASUGAR,94.76
2194,TAMIL_NADU,1964,ASUGAR,97.95
2195,RAJASTHAN,1964,ASUGAR,43.2
2196,MADHYA_PRADESH,1964,ASUGAR,69.15
2197,KARNATAKA,1965,ASUGAR,89.3
2198,MAHARASHTRA,1965,ASUGAR,160.7
2199,UTTAR_PRADESH,1965,ASUGAR,1489.7172859999998
2200,HARYANA,1965,ASUGAR,198.27200000000002
2201,ORISSA,1965,ASUGAR,46.537
2202,MADHYA_PRADESH,1965,ASUGAR,78.03
2203,RAJASTHAN,1965,ASUGAR,57.0
2204,ANDHRA_PRADESH,1965,ASUGAR,113.33
2205,WEST_BENGAL,1965,ASUGAR,39.190283
2206,BIHAR,1965,ASUGAR,170.03799999999998
2207,PUNJAB,1965,ASUGAR,158.51
2208,TAMIL_NADU,1965,ASUGAR,100.99
2209,GUJARAT,1965,ASUGAR,39.5
2210,BIHAR,1966,ASUGAR,149.099
2211,ANDHRA_PRADESH,1966,ASUGAR,87.31
2212,KARNATAKA,1966,ASUGAR,89.07
2213,UTTAR_PRADESH,1966,ASUGAR,1169.478428
2214,HARYANA,1966,ASUGAR,149.17600000000002
2215,ORISSA,1966,ASUGAR,36.225
2216,MADHYA_PRADESH,1966,ASUGAR,43.98
2217,MAHARASHTRA,1966,ASUGAR,160.5
2218,GUJARAT,1966,ASUGAR,27.9
2219,TAMIL_NADU,1966,ASUGAR,89.83
2220,PUNJAB,1966,ASUGAR,144.563
2221,RAJASTHAN,1966,ASUGAR,32.0
2222,WEST_BENGAL,1966,ASUGAR,29.5279354
2223,MADHYA_PRADESH,1967,ASUGAR,37.27
2224,RAJASTHAN,1967,ASUGAR,20.0
2225,BIHAR,1967,ASUGAR,117.412
2226,MAHARASHTRA,1967,ASUGAR,158.2
2227,TAMIL_NADU,1967,ASUGAR,106.97
2228,ORISSA,1967,ASUGAR,36.372
2229,WEST_BENGAL,1967,ASUGAR,26.7963564
2230,HARYANA,1967,ASUGAR,120.661
2231,GUJARAT,1967,ASUGAR,28.2
2232,KARNATAKA,1967,ASUGAR,92.97
2233,UTTAR_PRADESH,1967,ASUGAR,996.9691865
2234,ANDHRA_PRADESH,1967,ASUGAR,100.2
2235,PUNJAB,1967,ASUGAR,125.822
2236,HARYANA,1968,ASUGAR,153.55700000000002
2237,KARNATAKA,1968,ASUGAR,106.01
2238,ANDHRA_PRADESH,1968,ASUGAR,126.72
2239,WEST_BENGAL,1968,ASUGAR,31.03
2240,PUNJAB,1968,ASUGAR,146.209
2241,UTTAR_PRADESH,1968,ASUGAR,1202.849
2242,BIHAR,1968,ASUGAR,151.553
2243,MADHYA_PRADESH,1968,ASUGAR,55.93
2244,ORISSA,1968,ASUGAR,36.611
2245,TAMIL_NADU,1968,ASUGAR,171.49
2246,RAJASTHAN,1968,ASUGAR,38.0
2247,MAHARASHTRA,1968,ASUGAR,201.2
2248,GUJARAT,1968,ASUGAR,43.6
2249,WEST_BENGAL,1969,ASUGAR,35.48
2250,TAMIL_NADU,1969,ASUGAR,138.51
2251,RAJASTHAN,1969,ASUGAR,51.0
2252,UTTAR_PRADESH,1969,ASUGAR,1379.287
2253,ANDHRA_PRADESH,1969,ASUGAR,123.24
2254,BIHAR,1969,ASUGAR,167.838
2255,PUNJAB,1969,ASUGAR,146.315
2256,HARYANA,1969,ASUGAR,162.607
2257,KARNATAKA,1969,ASUGAR,111.21
2258,MADHYA_PRADESH,1969,ASUGAR,67.38
2259,GUJARAT,1969,ASUGAR,47.5
2260,ORISSA,1969,ASUGAR,38.842
2261,MAHARASHTRA,1969,ASUGAR,222.1
2262,MAHARASHTRA,1970,ASUGAR,203.9
2263,GUJARAT,1970,ASUGAR,38.8
2264,ANDHRA_PRADESH,1970,ASUGAR,99.35
2265,PUNJAB,1970,ASUGAR,114.786
2266,TAMIL_NADU,1970,ASUGAR,113.92
